dataset,method,n_labeled,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,failure_statuses,failure_messages_short
adult,lightgbm,250,3,3,0,1.0,,
adult,lightgbm,500,3,3,0,1.0,,
adult,logistic_regression,50,3,3,0,1.0,,
adult,logistic_regression,100,3,3,0,1.0,,
adult,logistic_regression,250,3,3,0,1.0,,
adult,logistic_regression,500,3,3,0,1.0,,
adult,mlp,50,3,3,0,1.0,,
adult,mlp,100,3,3,0,1.0,,
adult,mlp,250,3,3,0,1.0,,
adult,mlp,500,3,3,0,1.0,,
adult,random_forest,50,3,3,0,1.0,,
adult,random_forest,100,3,3,0,1.0,,
adult,random_forest,250,3,3,0,1.0,,
adult,random_forest,500,3,3,0,1.0,,
adult,rpl_lite_xgboost,50,3,3,0,1.0,,
adult,rpl_lite_xgboost,100,3,3,0,1.0,,
adult,rpl_lite_xgboost,250,3,3,0,1.0,,
adult,rpl_lite_xgboost,500,3,3,0,1.0,,
adult,rpl_lr,50,3,3,0,1.0,,
adult,rpl_lr,100,3,3,0,1.0,,
adult,rpl_lr,250,3,3,0,1.0,,
adult,rpl_lr,500,3,3,0,1.0,,
adult,scarf,50,3,3,0,1.0,,
adult,scarf,100,3,3,0,1.0,,
adult,scarf,250,3,3,0,1.0,,
adult,scarf,500,3,3,0,1.0,,
adult,self_training_catboost,50,3,3,0,1.0,,
adult,self_training_catboost,100,3,3,0,1.0,,
adult,self_training_catboost,250,3,3,0,1.0,,
adult,self_training_catboost,500,3,3,0,1.0,,
adult,self_training_lightgbm,50,3,3,0,1.0,,
adult,self_training_lightgbm,100,3,3,0,1.0,,
adult,self_training_lightgbm,250,3,3,0,1.0,,
adult,self_training_lightgbm,500,3,3,0,1.0,,
adult,self_training_lr,50,3,3,0,1.0,,
adult,self_training_lr,100,3,3,0,1.0,,
adult,self_training_lr,250,3,3,0,1.0,,
adult,self_training_lr,500,3,3,0,1.0,,
adult,self_training_xgboost,50,3,3,0,1.0,,
adult,self_training_xgboost,100,3,3,0,1.0,,
adult,self_training_xgboost,250,3,3,0,1.0,,
adult,self_training_xgboost,500,3,3,0,1.0,,
adult,sslae,50,3,3,0,1.0,,
adult,sslae,100,3,3,0,1.0,,
adult,sslae,250,3,3,0,1.0,,
adult,sslae,500,3,3,0,1.0,,
adult,vime,50,3,3,0,1.0,,
adult,vime,100,3,3,0,1.0,,
adult,vime,250,3,3,0,1.0,,
adult,vime,500,3,3,0,1.0,,
adult,xgboost,50,3,3,0,1.0,,
adult,xgboost,100,3,3,0,1.0,,
adult,xgboost,250,3,3,0,1.0,,
adult,xgboost,500,3,3,0,1.0,,
bank-marketing,catboost,50,3,3,0,1.0,,
bank-marketing,catboost,100,3,3,0,1.0,,
bank-marketing,catboost,250,3,3,0,1.0,,
bank-marketing,catboost,500,3,3,0,1.0,,
bank-marketing,label_propagation,50,3,3,0,1.0,,
bank-marketing,label_propagation,100,3,3,0,1.0,,
bank-marketing,label_propagation,250,3,3,0,1.0,,
bank-marketing,label_propagation,500,3,3,0,1.0,,
bank-marketing,label_spreading,50,3,3,0,1.0,,
bank-marketing,label_spreading,100,3,3,0,1.0,,
bank-marketing,label_spreading,250,3,3,0,1.0,,
bank-marketing,label_spreading,500,3,3,0,1.0,,
bank-marketing,lightgbm,50,3,3,0,1.0,,
bank-marketing,lightgbm,100,3,3,0,1.0,,
bank-marketing,lightgbm,250,3,3,0,1.0,,
bank-marketing,lightgbm,500,3,3,0,1.0,,
bank-marketing,logistic_regression,50,3,3,0,1.0,,
bank-marketing,logistic_regression,100,3,3,0,1.0,,
bank-marketing,logistic_regression,250,3,3,0,1.0,,
bank-marketing,logistic_regression,500,3,3,0,1.0,,
bank-marketing,mlp,50,3,3,0,1.0,,
bank-marketing,mlp,100,3,3,0,1.0,,
bank-marketing,mlp,250,3,3,0,1.0,,
bank-marketing,mlp,500,3,3,0,1.0,,
bank-marketing,random_forest,50,3,3,0,1.0,,
bank-marketing,random_forest,100,3,3,0,1.0,,
bank-marketing,random_forest,250,3,3,0,1.0,,
bank-marketing,random_forest,500,3,3,0,1.0,,
bank-marketing,rpl_lite_xgboost,50,3,3,0,1.0,,
bank-marketing,rpl_lite_xgboost,100,3,3,0,1.0,,
bank-marketing,rpl_lite_xgboost,250,3,3,0,1.0,,
bank-marketing,rpl_lite_xgboost,500,3,3,0,1.0,,
bank-marketing,rpl_lr,50,3,3,0,1.0,,
bank-marketing,rpl_lr,100,3,3,0,1.0,,
bank-marketing,rpl_lr,250,3,3,0,1.0,,
bank-marketing,rpl_lr,500,3,3,0,1.0,,
bank-marketing,scarf,50,3,3,0,1.0,,
bank-marketing,scarf,100,3,3,0,1.0,,
bank-marketing,scarf,250,3,3,0,1.0,,
bank-marketing,scarf,500,3,3,0,1.0,,
bank-marketing,self_training_catboost,50,3,3,0,1.0,,
bank-marketing,self_training_catboost,100,3,3,0,1.0,,
bank-marketing,self_training_catboost,250,3,3,0,1.0,,
bank-marketing,self_training_catboost,500,3,3,0,1.0,,
bank-marketing,self_training_lightgbm,50,3,3,0,1.0,,
bank-marketing,self_training_lightgbm,100,3,3,0,1.0,,
bank-marketing,self_training_lightgbm,250,3,3,0,1.0,,
bank-marketing,self_training_lightgbm,500,3,3,0,1.0,,
bank-marketing,self_training_lr,50,3,3,0,1.0,,
bank-marketing,self_training_lr,100,3,3,0,1.0,,
bank-marketing,self_training_lr,250,3,3,0,1.0,,
bank-marketing,self_training_lr,500,3,3,0,1.0,,
bank-marketing,self_training_xgboost,50,3,3,0,1.0,,
bank-marketing,self_training_xgboost,100,3,3,0,1.0,,
bank-marketing,self_training_xgboost,250,3,3,0,1.0,,
bank-marketing,self_training_xgboost,500,3,3,0,1.0,,
bank-marketing,sslae,50,3,3,0,1.0,,
bank-marketing,sslae,100,3,3,0,1.0,,
bank-marketing,sslae,250,3,3,0,1.0,,
bank-marketing,sslae,500,3,3,0,1.0,,
bank-marketing,vime,50,3,3,0,1.0,,
bank-marketing,vime,100,3,3,0,1.0,,
bank-marketing,vime,250,3,3,0,1.0,,
bank-marketing,vime,500,3,3,0,1.0,,
bank-marketing,xgboost,50,3,3,0,1.0,,
bank-marketing,xgboost,100,3,3,0,1.0,,
bank-marketing,xgboost,250,3,3,0,1.0,,
bank-marketing,xgboost,500,3,3,0,1.0,,
electricity,catboost,50,3,3,0,1.0,,
electricity,catboost,100,3,3,0,1.0,,
electricity,catboost,250,3,3,0,1.0,,
electricity,catboost,500,3,3,0,1.0,,
electricity,label_propagation,50,3,3,0,1.0,,
electricity,label_propagation,100,3,3,0,1.0,,
electricity,label_propagation,250,3,3,0,1.0,,
electricity,label_propagation,500,3,3,0,1.0,,
electricity,label_spreading,50,3,0,3,0.0,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=20000, n_labele..."
electricity,label_spreading,100,3,0,3,0.0,failed_graph_ssl_nan,"GraphSSLNanError: Graph SSL failed after retries. tried_neighbors=[7, 15, 30, 50, 5, 3], n_graph_rows=20000, n_labele..."
electricity,label_spreading,250,3,3,0,1.0,,
electricity,label_spreading,500,3,3,0,1.0,,
electricity,lightgbm,50,3,3,0,1.0,,
electricity,lightgbm,100,3,3,0,1.0,,
electricity,lightgbm,250,3,3,0,1.0,,
electricity,lightgbm,500,3,3,0,1.0,,
electricity,logistic_regression,50,3,3,0,1.0,,
electricity,logistic_regression,100,3,3,0,1.0,,
electricity,logistic_regression,250,3,3,0,1.0,,
electricity,logistic_regression,500,3,3,0,1.0,,
electricity,mlp,50,3,3,0,1.0,,
electricity,mlp,100,3,3,0,1.0,,
electricity,mlp,250,3,3,0,1.0,,
electricity,mlp,500,3,3,0,1.0,,
electricity,random_forest,50,3,3,0,1.0,,
electricity,random_forest,100,3,3,0,1.0,,
electricity,random_forest,250,3,3,0,1.0,,
electricity,random_forest,500,3,3,0,1.0,,
electricity,rpl_lite_xgboost,50,3,3,0,1.0,,
electricity,rpl_lite_xgboost,100,3,3,0,1.0,,
electricity,rpl_lite_xgboost,250,3,3,0,1.0,,
electricity,rpl_lite_xgboost,500,3,3,0,1.0,,
electricity,rpl_lr,50,3,3,0,1.0,,
electricity,rpl_lr,100,3,3,0,1.0,,
electricity,rpl_lr,250,3,3,0,1.0,,
electricity,rpl_lr,500,3,3,0,1.0,,
electricity,scarf,50,3,3,0,1.0,,
electricity,scarf,100,3,3,0,1.0,,
electricity,scarf,250,3,3,0,1.0,,
electricity,scarf,500,3,3,0,1.0,,
electricity,self_training_catboost,50,3,3,0,1.0,,
electricity,self_training_catboost,100,3,3,0,1.0,,
electricity,self_training_catboost,250,3,3,0,1.0,,
electricity,self_training_catboost,500,3,3,0,1.0,,
electricity,self_training_lightgbm,50,3,3,0,1.0,,
electricity,self_training_lightgbm,100,3,3,0,1.0,,
electricity,self_training_lightgbm,250,3,3,0,1.0,,
electricity,self_training_lightgbm,500,3,3,0,1.0,,
electricity,self_training_lr,50,3,3,0,1.0,,
electricity,self_training_lr,100,3,3,0,1.0,,
electricity,self_training_lr,250,3,3,0,1.0,,
electricity,self_training_lr,500,3,3,0,1.0,,
electricity,self_training_xgboost,50,3,3,0,1.0,,
electricity,self_training_xgboost,100,3,3,0,1.0,,
electricity,self_training_xgboost,250,3,3,0,1.0,,
electricity,self_training_xgboost,500,3,3,0,1.0,,
electricity,sslae,50,3,3,0,1.0,,
electricity,sslae,100,3,3,0,1.0,,
electricity,sslae,250,3,3,0,1.0,,
electricity,sslae,500,3,3,0,1.0,,
electricity,vime,50,3,3,0,1.0,,
electricity,vime,100,3,3,0,1.0,,
electricity,vime,250,3,3,0,1.0,,
electricity,vime,500,3,3,0,1.0,,
electricity,xgboost,50,3,3,0,1.0,,
electricity,xgboost,100,3,3,0,1.0,,
electricity,xgboost,250,3,3,0,1.0,,
electricity,xgboost,500,3,3,0,1.0,,
jannis,catboost,50,3,3,0,1.0,,
jannis,catboost,100,3,3,0,1.0,,
jannis,catboost,250,3,3,0,1.0,,
jannis,catboost,500,3,3,0,1.0,,
jannis,label_propagation,50,3,3,0,1.0,,
jannis,label_propagation,100,3,3,0,1.0,,
jannis,label_propagation,250,3,3,0,1.0,,
jannis,label_propagation,500,3,3,0,1.0,,
jannis,label_spreading,50,3,3,0,1.0,,
jannis,label_spreading,100,3,3,0,1.0,,
jannis,label_spreading,250,3,3,0,1.0,,
jannis,label_spreading,500,3,3,0,1.0,,
jannis,lightgbm,50,3,3,0,1.0,,
jannis,lightgbm,100,3,3,0,1.0,,
jannis,lightgbm,250,3,3,0,1.0,,
jannis,lightgbm,500,3,3,0,1.0,,
jannis,logistic_regression,50,3,3,0,1.0,,
jannis,logistic_regression,100,3,3,0,1.0,,
jannis,logistic_regression,250,3,3,0,1.0,,
jannis,logistic_regression,500,3,3,0,1.0,,
jannis,mlp,50,3,3,0,1.0,,
jannis,mlp,100,3,3,0,1.0,,
jannis,mlp,250,3,3,0,1.0,,
jannis,mlp,500,3,3,0,1.0,,
jannis,random_forest,50,3,3,0,1.0,,
jannis,random_forest,100,3,3,0,1.0,,
jannis,random_forest,250,3,3,0,1.0,,
jannis,random_forest,500,3,3,0,1.0,,
jannis,rpl_lite_xgboost,50,3,3,0,1.0,,
jannis,rpl_lite_xgboost,100,3,3,0,1.0,,
jannis,rpl_lite_xgboost,250,3,3,0,1.0,,
jannis,rpl_lite_xgboost,500,3,3,0,1.0,,
jannis,rpl_lr,50,3,3,0,1.0,,
jannis,rpl_lr,100,3,3,0,1.0,,
jannis,rpl_lr,250,3,3,0,1.0,,
jannis,rpl_lr,500,3,3,0,1.0,,
jannis,scarf,50,3,3,0,1.0,,
jannis,scarf,100,3,3,0,1.0,,
jannis,scarf,250,3,3,0,1.0,,
jannis,scarf,500,3,3,0,1.0,,
jannis,self_training_catboost,50,3,3,0,1.0,,
jannis,self_training_catboost,100,3,3,0,1.0,,
jannis,self_training_catboost,250,3,3,0,1.0,,
jannis,self_training_catboost,500,3,3,0,1.0,,
jannis,self_training_lightgbm,50,3,3,0,1.0,,
jannis,self_training_lightgbm,100,3,3,0,1.0,,
jannis,self_training_lightgbm,250,3,3,0,1.0,,
jannis,self_training_lightgbm,500,3,3,0,1.0,,
jannis,self_training_lr,50,3,3,0,1.0,,
jannis,self_training_lr,100,3,3,0,1.0,,
jannis,self_training_lr,250,3,3,0,1.0,,
jannis,self_training_lr,500,3,3,0,1.0,,
jannis,self_training_xgboost,50,3,3,0,1.0,,
jannis,self_training_xgboost,100,3,3,0,1.0,,
jannis,self_training_xgboost,250,3,3,0,1.0,,
jannis,self_training_xgboost,500,3,3,0,1.0,,
jannis,sslae,50,3,3,0,1.0,,
jannis,sslae,100,3,3,0,1.0,,
jannis,sslae,250,3,3,0,1.0,,
jannis,sslae,500,3,3,0,1.0,,
jannis,vime,50,3,3,0,1.0,,
jannis,vime,100,3,3,0,1.0,,
jannis,vime,250,3,3,0,1.0,,
jannis,vime,500,3,3,0,1.0,,
jannis,xgboost,50,3,3,0,1.0,,
jannis,xgboost,100,3,3,0,1.0,,
jannis,xgboost,250,3,3,0,1.0,,
jannis,xgboost,500,3,3,0,1.0,,
phoneme,catboost,50,3,3,0,1.0,,
phoneme,catboost,100,3,3,0,1.0,,
phoneme,catboost,250,3,3,0,1.0,,
phoneme,catboost,500,3,3,0,1.0,,
phoneme,label_propagation,50,3,3,0,1.0,,
phoneme,label_propagation,100,3,3,0,1.0,,
phoneme,label_propagation,250,3,3,0,1.0,,
phoneme,label_propagation,500,3,3,0,1.0,,
phoneme,label_spreading,50,3,3,0,1.0,,
phoneme,label_spreading,100,3,3,0,1.0,,
phoneme,label_spreading,250,3,3,0,1.0,,
phoneme,label_spreading,500,3,3,0,1.0,,
phoneme,lightgbm,50,3,3,0,1.0,,
phoneme,lightgbm,100,3,3,0,1.0,,
phoneme,lightgbm,250,3,3,0,1.0,,
phoneme,lightgbm,500,3,3,0,1.0,,
phoneme,logistic_regression,50,3,3,0,1.0,,
phoneme,logistic_regression,100,3,3,0,1.0,,
phoneme,logistic_regression,250,3,3,0,1.0,,
phoneme,logistic_regression,500,3,3,0,1.0,,
phoneme,mlp,50,3,3,0,1.0,,
phoneme,mlp,100,3,3,0,1.0,,
phoneme,mlp,250,3,3,0,1.0,,
phoneme,mlp,500,3,3,0,1.0,,
phoneme,random_forest,50,3,3,0,1.0,,
phoneme,random_forest,100,3,3,0,1.0,,
phoneme,random_forest,250,3,3,0,1.0,,
phoneme,random_forest,500,3,3,0,1.0,,
phoneme,rpl_lite_xgboost,50,3,3,0,1.0,,
phoneme,rpl_lite_xgboost,100,3,3,0,1.0,,
phoneme,rpl_lite_xgboost,250,3,3,0,1.0,,
phoneme,rpl_lite_xgboost,500,3,3,0,1.0,,
phoneme,rpl_lr,50,3,3,0,1.0,,
phoneme,rpl_lr,100,3,3,0,1.0,,
phoneme,rpl_lr,250,3,3,0,1.0,,
phoneme,rpl_lr,500,3,3,0,1.0,,
phoneme,scarf,50,3,3,0,1.0,,
phoneme,scarf,100,3,3,0,1.0,,
phoneme,scarf,250,3,3,0,1.0,,
phoneme,scarf,500,3,3,0,1.0,,
phoneme,self_training_catboost,50,3,3,0,1.0,,
phoneme,self_training_catboost,100,3,3,0,1.0,,
phoneme,self_training_catboost,250,3,3,0,1.0,,
phoneme,self_training_catboost,500,3,3,0,1.0,,
phoneme,self_training_lightgbm,50,3,3,0,1.0,,
phoneme,self_training_lightgbm,100,3,3,0,1.0,,
phoneme,self_training_lightgbm,250,3,3,0,1.0,,
phoneme,self_training_lightgbm,500,3,3,0,1.0,,
phoneme,self_training_lr,50,3,3,0,1.0,,
phoneme,self_training_lr,100,3,3,0,1.0,,
phoneme,self_training_lr,250,3,3,0,1.0,,
phoneme,self_training_lr,500,3,3,0,1.0,,
phoneme,self_training_xgboost,50,3,3,0,1.0,,
phoneme,self_training_xgboost,100,3,3,0,1.0,,
phoneme,self_training_xgboost,250,3,3,0,1.0,,
phoneme,self_training_xgboost,500,3,3,0,1.0,,
phoneme,sslae,50,3,3,0,1.0,,
phoneme,sslae,100,3,3,0,1.0,,
phoneme,sslae,250,3,3,0,1.0,,
phoneme,sslae,500,3,3,0,1.0,,
phoneme,vime,50,3,3,0,1.0,,
phoneme,vime,100,3,3,0,1.0,,
phoneme,vime,250,3,3,0,1.0,,
phoneme,vime,500,3,3,0,1.0,,
phoneme,xgboost,50,3,3,0,1.0,,
phoneme,xgboost,100,3,3,0,1.0,,
phoneme,xgboost,250,3,3,0,1.0,,
phoneme,xgboost,500,3,3,0,1.0,,
satimage,catboost,50,3,3,0,1.0,,
satimage,catboost,100,3,3,0,1.0,,
satimage,catboost,250,3,3,0,1.0,,
satimage,catboost,500,3,3,0,1.0,,
satimage,label_propagation,50,3,3,0,1.0,,
satimage,label_propagation,100,3,3,0,1.0,,
satimage,label_propagation,250,3,3,0,1.0,,
satimage,label_propagation,500,3,3,0,1.0,,
satimage,label_spreading,50,3,3,0,1.0,,
satimage,label_spreading,100,3,3,0,1.0,,
satimage,label_spreading,250,3,3,0,1.0,,
satimage,label_spreading,500,3,3,0,1.0,,
satimage,lightgbm,50,3,3,0,1.0,,
satimage,lightgbm,100,3,3,0,1.0,,
satimage,lightgbm,250,3,3,0,1.0,,
satimage,lightgbm,500,3,3,0,1.0,,
satimage,logistic_regression,50,3,3,0,1.0,,
satimage,logistic_regression,100,3,3,0,1.0,,
satimage,logistic_regression,250,3,3,0,1.0,,
satimage,logistic_regression,500,3,3,0,1.0,,
satimage,mlp,50,3,3,0,1.0,,
satimage,mlp,100,3,3,0,1.0,,
satimage,mlp,250,3,3,0,1.0,,
satimage,mlp,500,3,3,0,1.0,,
satimage,random_forest,50,3,3,0,1.0,,
satimage,random_forest,100,3,3,0,1.0,,
satimage,random_forest,250,3,3,0,1.0,,
satimage,random_forest,500,3,3,0,1.0,,
satimage,rpl_lite_xgboost,50,3,3,0,1.0,,
satimage,rpl_lite_xgboost,100,3,3,0,1.0,,
satimage,rpl_lite_xgboost,250,3,3,0,1.0,,
satimage,rpl_lite_xgboost,500,3,3,0,1.0,,
satimage,rpl_lr,50,3,3,0,1.0,,
satimage,rpl_lr,100,3,3,0,1.0,,
satimage,rpl_lr,250,3,3,0,1.0,,
satimage,rpl_lr,500,3,3,0,1.0,,
satimage,scarf,50,3,3,0,1.0,,
satimage,scarf,100,3,3,0,1.0,,
satimage,scarf,250,3,3,0,1.0,,
satimage,scarf,500,3,3,0,1.0,,
satimage,self_training_catboost,50,3,3,0,1.0,,
satimage,self_training_catboost,100,3,3,0,1.0,,
satimage,self_training_catboost,250,3,3,0,1.0,,
satimage,self_training_catboost,500,3,3,0,1.0,,
satimage,self_training_lightgbm,50,3,3,0,1.0,,
satimage,self_training_lightgbm,100,3,3,0,1.0,,
satimage,self_training_lightgbm,250,3,3,0,1.0,,
satimage,self_training_lightgbm,500,3,3,0,1.0,,
satimage,self_training_lr,50,3,3,0,1.0,,
satimage,self_training_lr,100,3,3,0,1.0,,
satimage,self_training_lr,250,3,3,0,1.0,,
satimage,self_training_lr,500,3,3,0,1.0,,
satimage,self_training_xgboost,50,3,3,0,1.0,,
satimage,self_training_xgboost,100,3,3,0,1.0,,
satimage,self_training_xgboost,250,3,3,0,1.0,,
satimage,self_training_xgboost,500,3,3,0,1.0,,
satimage,sslae,50,3,3,0,1.0,,
satimage,sslae,100,3,3,0,1.0,,
satimage,sslae,250,3,3,0,1.0,,
satimage,sslae,500,3,3,0,1.0,,
satimage,vime,50,3,3,0,1.0,,
satimage,vime,100,3,3,0,1.0,,
satimage,vime,250,3,3,0,1.0,,
satimage,vime,500,3,3,0,1.0,,
satimage,xgboost,50,3,3,0,1.0,,
satimage,xgboost,100,3,3,0,1.0,,
satimage,xgboost,250,3,3,0,1.0,,
satimage,xgboost,500,3,3,0,1.0,,
segment,catboost,50,3,3,0,1.0,,
segment,catboost,100,3,3,0,1.0,,
segment,catboost,250,3,3,0,1.0,,
segment,catboost,500,3,3,0,1.0,,
segment,label_propagation,50,3,3,0,1.0,,
segment,label_propagation,100,3,3,0,1.0,,
segment,label_propagation,250,3,3,0,1.0,,
segment,label_propagation,500,3,3,0,1.0,,
segment,label_spreading,50,3,3,0,1.0,,
segment,label_spreading,100,3,3,0,1.0,,
segment,label_spreading,250,3,3,0,1.0,,
segment,label_spreading,500,3,3,0,1.0,,
segment,lightgbm,50,3,3,0,1.0,,
segment,lightgbm,100,3,3,0,1.0,,
segment,lightgbm,250,3,3,0,1.0,,
segment,lightgbm,500,3,3,0,1.0,,
segment,logistic_regression,50,3,3,0,1.0,,
segment,logistic_regression,100,3,3,0,1.0,,
segment,logistic_regression,250,3,3,0,1.0,,
segment,logistic_regression,500,3,3,0,1.0,,
segment,mlp,50,3,3,0,1.0,,
segment,mlp,100,3,3,0,1.0,,
segment,mlp,250,3,3,0,1.0,,
segment,mlp,500,3,3,0,1.0,,
segment,random_forest,50,3,3,0,1.0,,
segment,random_forest,100,3,3,0,1.0,,
segment,random_forest,250,3,3,0,1.0,,
segment,random_forest,500,3,3,0,1.0,,
segment,rpl_lite_xgboost,50,3,3,0,1.0,,
segment,rpl_lite_xgboost,100,3,3,0,1.0,,
segment,rpl_lite_xgboost,250,3,3,0,1.0,,
segment,rpl_lite_xgboost,500,3,3,0,1.0,,
segment,rpl_lr,50,3,3,0,1.0,,
segment,rpl_lr,100,3,3,0,1.0,,
segment,rpl_lr,250,3,3,0,1.0,,
segment,rpl_lr,500,3,3,0,1.0,,
segment,scarf,50,3,3,0,1.0,,
segment,scarf,100,3,3,0,1.0,,
segment,scarf,250,3,3,0,1.0,,
segment,scarf,500,3,3,0,1.0,,
segment,self_training_catboost,50,3,3,0,1.0,,
segment,self_training_catboost,100,3,3,0,1.0,,
segment,self_training_catboost,250,3,3,0,1.0,,
segment,self_training_catboost,500,3,3,0,1.0,,
segment,self_training_lightgbm,50,3,3,0,1.0,,
segment,self_training_lightgbm,100,3,3,0,1.0,,
segment,self_training_lightgbm,250,3,3,0,1.0,,
segment,self_training_lightgbm,500,3,3,0,1.0,,
segment,self_training_lr,50,3,3,0,1.0,,
segment,self_training_lr,100,3,3,0,1.0,,
